# coverage: MOTORIZED DAMPER SCHEDULE | complete
# # coverage: GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE | complete
#
# 015_VA_P_095_Replace_Submarine_Pier_3_Utility.cells.csv — CELL-tier ground truth, HELD OUT.
#
# These tables were not chosen. They were drawn by seed 9051 from the 168 keyed
# tables holding between 12 and 130 cells, so the sample cannot be the easy ones
# or the ones already fixed. Every cell was then read off a render of the table
# at 2-4x and checked, cell by cell, against what the extractor returned; where
# the two differed the RENDER decided.
#
# It differed once, and that is what the tier is for: 014_MT#4 PUMP SCHEDULE
# holds a REMARKS list beside an ELECTRICAL DATA note, and reading the cell line
# by line spliced the second into the middle of the first —
#   "... HOUSEKEEPING PAD UNDER EACH PUMP ELECTRICAL DATA: 2. PROVIDE VFD ..."
# 25 of the 175 multi-line cells in this corpus are set that way. See
# celltext._side_by_side_blocks.
#
# row/col are 0-based indices into the table AS DRAWN, a spanning cell counted
# once at its top-left. Empty drawn cells are not recorded.
# HELD OUT, second sample — drawn by seed 770231 from the 162 keyed tables
# holding 12-130 cells that the first sample had not taken. Every cell read off
# a render of the table and checked against what the extractor returned; where
# the two differed the RENDER decided. 277 of 277 matched.
#
sheet,table_title,row,col,text
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,2,17,FLA
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,2,18,MCA
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,2,19,MOCP
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,2,20,VOLTS
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,2,21,PH
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,2,22,HZ
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,3,11,°F DB
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,3,12,°F WB
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,0,SS-1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,1,HORIZONTAL
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,2,EQUIPMENT ROOM
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,3,"9' 6"""
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,4,R-410A
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,5,500
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,6,0.7
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,7,150
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,8,1/3
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,9,13
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,10,12
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,11,78
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,12,65
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,13,18
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,14,17.1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,15,5
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,16,SINGLE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,17,20.9
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,18,26.1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,19,30
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,20,208
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,21,1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,GATEHOUSE SPLIT SYSTEM AIR CONDITIONER HEAT PUMP SCHEDULE,4,22,60
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,0,0,MOTORIZED DAMPER SCHEDULE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,0,MARK
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,1,BUILDING
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,2,LOCATION
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,3,ASSOCIATED EQUIPMENT
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,4,AIRFLOW (CFM)
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,5,SIZED (INXIN)
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,6,TYPE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,7,FAILURE MODE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,8,VOLTS
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,9,PHASE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,1,10,NOTES
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,0,MD-21
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,1,GATEHOUSE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,2,GH04
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,3,GI-1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,4,50
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,5,8X8
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,6,OPPOSED BLADE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,7,N.C.
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,8,24
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,9,1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,2,10,1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,0,MD-22
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,1,GATEHOUSE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,2,GH02
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,3,EF-7
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,4,50
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,5,8X8
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,6,OPPOSED BLADE
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,7,N.O.
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,8,24
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,9,1
015_VA_P_095_Replace_Submarine_Pier_3_Utility.pdf#20,MOTORIZED DAMPER SCHEDULE,3,10,1
