sheet,table_title,x0,top,x1,bot,provenance
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,AIR DEVICE SCHEDULE,2946.12,137.12,5437.12,975.12,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,AIR COOLED CHILLER SCHEDULE,1729.88,1011.12,3279.38,1671.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,FAN SCHEDULE,3328.88,1011.12,5437.12,1840.12,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,HYDRONIC CONTROL VALVE SCHEDULE,2432.5,1874.75,3743.38,2333.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,AIR HANDLING UNIT SCHEDULE,3779.38,1876.12,5432.5,2533.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,VAV TERMINAL SCHEDULE,4075.38,2569.62,5433.88,3141.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,CHILLED WATER PUMP,3699.25,3177.0,4556.5,3626.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#18,ELECTRIC DUCT HEATER,4592.5,3177.0,5433.88,3748.38,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#19,VARIABLE FREQUENCY DRIVE BACNET INTERFACE SCHEDULE,2555.88,161.62,3707.88,1421.88,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#20,AHU-1 DDC POINTS LIST,3859.38,683.62,5011.38,1596.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#20,CHILLER PLANT DDC POINTS LIST,4129.12,3261.0,5281.12,3577.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#21,LAB EXHAUST FANS DDC POINTS LIST,1719.62,1132.62,2871.62,1522.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#21,SCHEDULED EXHAUST FAN DDC POINTS LIST,4257.62,1501.12,5409.62,1891.12,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#21,AHU-2 DDC POINTS LIST,4211.88,2989.38,5363.88,3758.88,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#22,VAV TERMINAL DDC POINTS LIST,4187.62,2995.62,5339.62,3661.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#28,LUMINAIRE SCHEDULE,2143.5,217.38,4521.38,753.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#31,EQUIPMENT CONNECTION SCHEDULE - EXHAUST FANS,2317.0,253.12,5337.12,487.62,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.09pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#31,EQUIPMENT CONNECTION SCHEDULE - CHILLERS,2332.62,638.62,5352.75,803.88,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.1pt vs vectorgrid's own box"
009_FL_USDA_APHIS_Plant_Inspection_Station_Building.pdf#31,EQUIPMENT CONNECTION SCHEDULE - DUCT HEATERS,2317.0,900.88,5331.38,1204.38,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
