sheet,tag,role,in_table,note
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#16,P-501,plan,false,"Repeatable plumbing-fixture schedule tag (a sink-with-eyewash assembly, per the recurring 'P-501 AND EYE WASH'/'P-501 AND EYEWASH' callouts). Confirmed via zoomed crops: each occurrence sits next to a small fixture glyph (sink icon) with an eyewash symbol, at 11 distinct raw text occurrences across Scope Reprocessing/HLD, Chief Office corridor, multiple Ante Rooms, and Soiled Receiving Decontam. Same literal tag reused for the same fixture type -> listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#16,P-502,plan,false,"Repeatable plumbing-fixture/equipment schedule tag, drawn next to a cross-hatched cage/rack glyph (appears to be a water-filtration or similar skid unit) at 7 raw occurrences across both first-floor plans and near the third-floor scope-decontam area. Repeatable type -> listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#16,P-503,plan,false,"Repeatable plumbing-fixture schedule tag, 3 raw occurrences (Soiled Receiving Decontam / Scope Decontam), each next to a small equipment/cage glyph on the piping riser. Listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#16,P-504,plan,false,"Repeatable plumbing-fixture schedule tag, 2 raw occurrences, each next to a small fixture glyph near the Ante Room / Staff Toilet area. Listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#16,P-505,plan,false,"Repeatable plumbing-fixture schedule tag, 3 raw occurrences, each with a leader to a small square/cage glyph along the sanitary/vent riser. Listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,40-VAV-01,plan,false,Diamond/hexagon leader callout on VAV box symbol near Elev Lobby 1651 (bottom-left area). Unique existing terminal unit instance referenced together with TU-2-1-1 near stair/elevator lobby zone.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,40-VAV-02,plan,false,"Diamond leader callout on VAV box symbol, mid-plan near Scope Decontam / Chief Office duct run. Unique instance."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,40-VAV-03,plan,false,"Diamond leader callout on VAV box symbol, upper-right area near 40x20/16x10 SA duct. Unique instance."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,40-VAV-04,plan,false,"Diamond leader callout on VAV box symbol near Scope Reprocessing/HLD room, top of plan. Unique instance."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,40-VAV-05,plan,false,"Diamond leader callout on VAV box symbol just below 40-VAV-04, same duct run. Unique instance. Text spans give '40','-','VAV-0X' as separate runs that combine into one drawn tag on the plan."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,EG-1,plan,false,"Repeatable exhaust grille schedule mark, drawn as an oval box on 7 distinct grille symbols across the plan, each paired with its own CFM value (80,940,150,265,265,590,300). Listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,SD-1,plan,false,"Repeatable supply diffuser schedule mark, drawn as an oval/rounded box on ~8 distinct diffuser symbols across the plan, each paired with its own CFM value (330,330,330,130,205,205,200,200) which is NOT part of the tag. Listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,TU-2-1-1,plan,false,Diamond leader callout pointing at an existing VAV/terminal unit box near Elev Lobby; matches Key Note 01 'BALANCE EXISTING VAV BOX TU-2-1-1'. Unique existing-equipment instance mark (differs from the new 40-VAV-xx numbering scheme).
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,TU-2-1-14,plan,false,Diamond leader callout near Scope Decontam 1630 / duct riser; matches Key Note 02 'BALANCE EXISTING VAV BOX TU-2-1-14'. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,TU-2-1-15,plan,false,"Diamond leader callout adjacent to TU-2-1-14, pointing to a separate duct riser toward Staff Toilet 1624/Ante Room 1628. Unique instance."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#20,TU-2-3-10,plan,false,"Diamond leader callout near Staff Office 1642 / EG-1 265 transfer duct. Unique existing terminal-unit instance, different building zone (TU-2-3 branch) from the TU-2-1 boxes."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#22,40-VAV-01,plan,false,Hexagon tag with leader line to a small rectangular VAV-box glyph near Cart Staging Area 1650; unique instance mark
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#22,40-VAV-02,plan,false,Hexagon tag with leader line to a VAV-box glyph feeding Scope Decontam 1630; unique instance mark
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#22,40-VAV-03,plan,false,Hexagon tag with leader line to a VAV-box glyph near Scope Staging Room 1578; unique instance mark
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#22,40-VAV-04,plan,false,Hexagon tag with leader line to a VAV-box glyph in Scope Reprocessing/HLD 1578A; unique instance mark
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#22,40-VAV-05,plan,false,Hexagon tag with leader line to a VAV-box glyph serving Staff PPE 1609 / Existing Room 1610; unique instance mark
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#28,R1C-1-3AA,plan,false,"New electrical panel symbol drawn on the plan (small rectangular panel glyph on the wall in the SCOPE REPROCESSING/HLD room, next to keynote bubble '01'), labeled 'R1C-1-3AA' directly on it (confirmed via textSpans fragments 'R1C, -, 1, -, 3AA' at x0~4559-4625, y0~1438, matching the drawn label). Key Note 01 in the KEY NOTES block ('NEW PANEL, R1C-3AA 100A MLO, SEE SHEET E-601-3 AND ENLARGED PLAN E-401-3') refers to this same panel (note the key-note text drops the '-1-' segment that the drawn plan label includes; the drawn plan label 'R1C-1-3AA' is the more precise/authoritative literal). Unique instance mark. A second, unlabeled occurrence of the same panel identifier appears only as a routing annotation 'TO R1C-1-3AA' near the elevator (not a second physical panel, just a conduit destination note) and is not counted as a separate tag."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,A1195-3,plan,false,"Boxed equipment callout appearing twice on the first-floor enlarged plan; matches panel-schedule load description 'PROCESSING SINK AND ULTRASONIC(A1195)'. Same literal tag both occurrences, listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,L3C-1-5,plan,false,Existing (EX) electrical panel box in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,L3N-1-3,plan,false,"Existing (EX) electrical panel, drawn as a labeled box in the 'ENLARGED PLAN - RM 1C-108A (ELECTRICAL CLOSET)' view. Unique instance."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,L3S-1-3,plan,false,Existing (EX) electrical panel box in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,M3161,plan,false,"Boxed equipment callout appearing twice on the first-floor enlarged plan (two connection points to the same unit); matches panel-schedule load description '(1578A) PASS THRU, (M3161)'. Same literal tag both times, listed once."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,P1E-L3,plan,false,Existing (EX) electrical panel box in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,P3N-1-3,plan,false,Existing (EX) electrical panel box in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,P4E-1-3,plan,false,Existing (EX) electrical panel box in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,R1C-1-3A,plan,false,"Existing (EX) electrical panel, drawn as a box in the electrical closet enlarged plan; the same panel also titles its own panel schedule table lower on the sheet ('(EX) PANEL 'R1C-1-3-A'', hyphenation differs slightly but same physical panel) -- counted once, role kept as 'plan' since it is drawn on an actual plan view."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,R1C-1-3AA,schedule,false,"Second, distinct panel: appears only as the title of its own panel schedule table ('PANEL 'R1C-1-3AA'') and as a 'TO R1C-1-3AA' off-sheet home-run reference at the top of the closet plan -- it is NOT itself drawn as a box on this sheet's plan view, so classified as schedule role, not plan."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,R1N-1-3A,plan,false,Existing (EX) electrical panel box in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,R1N-1-3B,plan,false,Existing (EX) electrical panel box in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,S0555,plan,false,REPEATABLE type mark: boxed equipment callout drawn 4 identical times over what appear to be 4 identical reprocessing/washer units in the 'SCOPE REPROCESSING/HLD' room on the first-floor enlarged plan. Listed once per the repeatable-type rule.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,S0940,plan,false,"Boxed equipment callout, single occurrence, on the first-floor enlarged plan (near room 1578A). Unique instance."
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,S2635,plan,false,Boxed equipment callout on the first-floor enlarged plan next to a sink glyph; matches panel-schedule load description 'PROCESSING SINK (S2635)'. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,S2636,plan,false,Boxed equipment callout on the first-floor enlarged plan next to an equipment glyph; matches panel-schedule load description 'ULTRASONIC CLEANER (S2636)'. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#31,T41E-1-3,plan,false,Existing (EX) transformer box ('T' prefix) in the electrical closet enlarged plan. Unique instance.
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#7,A-101-3,plan,false,"This sheet's own drawing number (title block/border), not an equipment tag - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#7,A-102-3,plan,false,"Match-line/sheet-reference callout (circle with '1' over 'A-102-3') pointing to the continuation sheet, not equipment - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#7,X10,plan,false,"Column/grid line bubble at top of sheet, not an equipment tag - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#7,X11,plan,false,"Column/grid line bubble, not equipment - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#7,X12,plan,false,"Column/grid line bubble, not equipment - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#7,X13,plan,false,"Column/grid line bubble, not equipment - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#7,X14,plan,false,"Column/grid line bubble, not equipment - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,3C-101,plan,false,Boxed room number for 'MECHANICAL' room - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,3C-102,plan,false,Boxed room number for 'SWITCHGEAR ROOM' - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,3C-103,plan,false,Boxed room number for 'ELECTRICAL SUBSTATION ROOM' - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,3C-104,plan,false,Boxed room number for 'ELECTRICAL' room - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,3C-105,plan,false,Boxed room number for 'ELECTRICAL' room - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,A-103-3,plan,false,This sheet's own drawing number - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,P-3,plan,false,"Boxed room-number tag on the 'ELEV' room label (elevator machine/pit room number), not an equipment tag - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,ST-11,plan,false,"Boxed room-number tag on the 'STAIRS' room label, not an equipment tag - excluded"
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,X10,plan,false,Grid line bubble - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,X11,plan,false,Grid line bubble - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,X12,plan,false,Grid line bubble - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,X13,plan,false,Grid line bubble - excluded
041_IL_VA_Project_537_17_115_Sterile_Processing.pdf#9,X14,plan,false,Grid line bubble - excluded
