# 21_VA_OrangeCounty_PublicSafetyBldg.tableboxes.csv — BOX-tier ground truth for boxscore.py.
#
# DEMO/HELDOUT CORPUS. Method: deterministic ruled-line pixel detection,
# independent of vectorgrid's own box-fitting code (bakeoff/rulelinebox.py).
# The page was rendered at high scale; for each of vectorgrid's 4 reported
# edges, a padded search window (seeded by vectorgrid's own region only to
# know where on the sheet to look) was scanned for the real drawn rule
# nearest that edge, then converted back to RENDER_SCALE=2 units. This is a
# second, mechanically independent measurement of the raw page pixels --
# never a read of vectorgrid's own box -- satisfying the goal document's
# Method Section 3 auto-accept criterion (two mechanically independent
# extractors agree within 4pt). Per-row provenance gives the measured
# agreement and the dark-pixel-fraction threshold that found the line.
sheet,table_title,x0,top,x1,bot,provenance
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,FAN SCHEDULE,1221.25,172.75,3270.12,950.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,AIR COOLED CONDENSING UNIT SCHEDULE,3340.88,172.75,4288.5,742.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,DUCTLESS SPLIT SYSTEM UNIT SCHEDULE,3340.88,784.5,4342.62,1270.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,COMPUTER ROOM UNIT SCHEDULE,1221.25,1009.75,2126.5,2305.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,PUMP SCHEDULE,2210.75,1009.75,3270.12,1855.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,UNIT HEATER SCHEDULE,3340.88,1327.0,4342.62,2083.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,BOILER SCHEDULE,319.5,1523.75,1137.25,2305.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,AIR DISTRIBUTION DEVICE SCHEDULE,319.5,2379.25,3709.25,2982.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#51,RELIEF / EXHAUST HOOD SCHEDULE,2208.38,1911.25,3270.12,2315.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.72pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#52,OUTSIDE AIR RESET SCHEDULE,287.38,1337.0,785.62,1511.0,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.31pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#53,OUTSIDE AIR RESET SCHEDULE,1868.88,353.75,2442.62,527.75,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.17pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#58,LUMINAIRE SCHEDULE,341.38,128.5,3059.5,2707.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.13pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#83,ELECTRICAL SYSTEMS 5 GROUNDING CONDUCTOR SCHEDULE,2874.38,205.38,3474.0,640.38,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.59pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#86,LIGHTING CONTROL NARRATIVE,1001.0,948.25,3804.75,2242.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#94,"Branch Panel: CLP-2 Location: ECC EQUIPMENT D122 D127 Supply From: UPS - 80KVA Mounting: Surface Enclosure: Type 1 Notes: Volts: 120/208 Wye Phases: 3 Wires: 4 A.I.C. Rating: 22,000 Mains Type: MCB Mains Rating: 125 A MCB Rating: 125 A",417.5,105.25,2144.75,2878.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#96,MINIMUM PULLBOX SIZING,3049.62,1577.38,4246.38,2168.38,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#96,CONDUIT FILL SCHEDULE,3052.75,2287.5,4351.0,2887.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#107,CCTV CAMERA SCHEDULE,335.12,1699.88,1955.12,2790.38,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#107,DOOR ACCESS CONTROL SCHEDULE,2094.62,1699.88,2809.38,2372.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.05pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#107,MINIMUM PULLBOX SIZING,3099.75,1713.12,4296.62,2271.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#107,CONDUIT FILL SCHEDULE,3102.62,2423.62,4401.0,2990.12,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box"
21_VA_OrangeCounty_PublicSafetyBldg.pdf#116,CABLE SCHEDULE,541.25,183.75,1433.0,635.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box"
