# navfac-cherry-point-atc.binding.csv — control-evidence binding truth for the CONTROL_INTENT goal (goals/CONTROL_INTENT.md, TRUTH).
# Authored 2026-09-25 by reading the set's controls sheets MI700–MI743 (PDF text layer and renders), never pipeline
# output: no control-intent code had run on this held-out document. One row per (keyed instance, governing control
# packet): the control detail, schematic, sequence section or points schedule that decides the unit's BAS scope and
# options. packet_title is the title as printed (a line break joined by a space). binding: tag · list_range ·
# cross_reference · family_detail · semantic (as in the dev keys). The DDC network architecture diagram is not a
# governing packet (it decides no option). Population: every instance of keys/navfac-cherry-point-atc.typicals.csv. A key that looks
# wrong later is catalogued, never edited (GOAL_LOOPS ANTI-GAMING).
sheet,tag,family,packet_sheet,packet_title,binding,note
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A108B,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A108B,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A109,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A109,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A110,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A110,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A111,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A111,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A112,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A112,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A113,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A113,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A114,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A114,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A115,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A115,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A116,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A116,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A117,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A117,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A118,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A118,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A201,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A201,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A202,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A202,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A203A,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A203A,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A203B,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A203B,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A204,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A204,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A205,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A205,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A206,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SERIES-FAN POWERED VAV BOX SEQUENCE OF OPERATION,family_detail,MI741 3.3.1 SERIES-FAN POWERED VAV BOX
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A206,VAV,navfac-cherry-point-atc-mechanical.pdf#68,SFPVAV DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#44,CH-A1,AIR_COOLED_CHILLER,navfac-cherry-point-atc-mechanical.pdf#56,AIR OPS - CHW SYSTEM CONTROL SCHEMATIC,tag,the schematic labels CH-A1 and CH-A2
navfac-cherry-point-atc-mechanical.pdf#44,CH-A1,AIR_COOLED_CHILLER,navfac-cherry-point-atc-mechanical.pdf#56,AIR OPS - CHW SYSTEM POINTS LIST,tag,CH-A1 / CH-A2 CHILLER CONTROL points
navfac-cherry-point-atc-mechanical.pdf#44,CH-A1,AIR_COOLED_CHILLER,navfac-cherry-point-atc-mechanical.pdf#57,AIR OPS - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI711 3.4.1 AIR OPS CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#44,CH-A2,AIR_COOLED_CHILLER,navfac-cherry-point-atc-mechanical.pdf#56,AIR OPS - CHW SYSTEM CONTROL SCHEMATIC,tag,the schematic labels CH-A1 and CH-A2
navfac-cherry-point-atc-mechanical.pdf#44,CH-A2,AIR_COOLED_CHILLER,navfac-cherry-point-atc-mechanical.pdf#56,AIR OPS - CHW SYSTEM POINTS LIST,tag,CH-A1 / CH-A2 CHILLER CONTROL points
navfac-cherry-point-atc-mechanical.pdf#44,CH-A2,AIR_COOLED_CHILLER,navfac-cherry-point-atc-mechanical.pdf#57,AIR OPS - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI711 3.4.1 AIR OPS CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#44,DH-A1,DEHUMIDIFIER,navfac-cherry-point-atc-mechanical.pdf#69,3.2.13 DEHUMIDIFIER CONTROLS,list_range,"MI742: setpoint lists read DH-A1,A2,A4,M1,M3,T1,T2,T3 and DH-A5,M2"
navfac-cherry-point-atc-mechanical.pdf#44,DH-A2,DEHUMIDIFIER,navfac-cherry-point-atc-mechanical.pdf#69,3.2.13 DEHUMIDIFIER CONTROLS,list_range,"MI742: setpoint lists read DH-A1,A2,A4,M1,M3,T1,T2,T3 and DH-A5,M2"
navfac-cherry-point-atc-mechanical.pdf#44,DH-A3,DEHUMIDIFIER,navfac-cherry-point-atc-mechanical.pdf#69,3.2.13 DEHUMIDIFIER CONTROLS,family_detail,MI742: DH-A3 is in none of its setpoint lists; the sequence covers every dehumidifier
navfac-cherry-point-atc-mechanical.pdf#44,DH-A4,DEHUMIDIFIER,navfac-cherry-point-atc-mechanical.pdf#69,3.2.13 DEHUMIDIFIER CONTROLS,list_range,"MI742: setpoint lists read DH-A1,A2,A4,M1,M3,T1,T2,T3 and DH-A5,M2"
navfac-cherry-point-atc-mechanical.pdf#44,DH-A5,DEHUMIDIFIER,navfac-cherry-point-atc-mechanical.pdf#69,3.2.13 DEHUMIDIFIER CONTROLS,list_range,"MI742: setpoint lists read DH-A1,A2,A4,M1,M3,T1,T2,T3 and DH-A5,M2"
navfac-cherry-point-atc-mechanical.pdf#44,DH-A6,DEHUMIDIFIER,navfac-cherry-point-atc-mechanical.pdf#69,3.2.13 DEHUMIDIFIER CONTROLS,tag,MI742: setpoint (DH-A6)
navfac-cherry-point-atc-mechanical.pdf#44,EF-A1,FAN,navfac-cherry-point-atc-mechanical.pdf#70,3.3.12 AIR OPS - STORAGE BAY HEATING & VENTILATING CONTROLS,tag,MI743: names EF-A1 with UH-A1 and UH-A2
navfac-cherry-point-atc-mechanical.pdf#44,EF-A1,FAN,navfac-cherry-point-atc-mechanical.pdf#70,AIR OPS H&V DDC POINTS LIST,tag,MI743: BO03 EF-A1 START/STOP
navfac-cherry-point-atc-mechanical.pdf#44,EF-A2,FAN,navfac-cherry-point-atc-mechanical.pdf#69,"3.3.9 UPS BATTERY EXHAUST FAN CONTROLS (EF-A2, EF-A3, EF-M1)",list_range,MI742
navfac-cherry-point-atc-mechanical.pdf#44,EF-A2,FAN,navfac-cherry-point-atc-mechanical.pdf#69,UPS EXHAUST FAN DDC POINTS LIST,family_detail,MI742
navfac-cherry-point-atc-mechanical.pdf#44,EF-A3,FAN,navfac-cherry-point-atc-mechanical.pdf#69,"3.3.9 UPS BATTERY EXHAUST FAN CONTROLS (EF-A2, EF-A3, EF-M1)",list_range,MI742
navfac-cherry-point-atc-mechanical.pdf#44,EF-A3,FAN,navfac-cherry-point-atc-mechanical.pdf#69,UPS EXHAUST FAN DDC POINTS LIST,family_detail,MI742
navfac-cherry-point-atc-mechanical.pdf#45,B-M1,BOILER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,B-M1,BOILER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,B-M1,BOILER,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,B-M2,BOILER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,B-M2,BOILER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,B-M2,BOILER,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT1,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM POINT LIST,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT1,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM SCHEMATIC,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT1,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#61,MTRACON/ATCT - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI721 3.4.3 MTRACON AND ATCT CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT1,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT1,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT1,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT2,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM POINT LIST,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT2,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM SCHEMATIC,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT2,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#61,MTRACON/ATCT - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI721 3.4.3 MTRACON AND ATCT CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT2,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT2,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT2,HEAT_RECOVERY_CHILLER,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M1A,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.3 FAN COIL UNIT WITH COOLING COILS,list_range,"MI740: its lists read FCU-M1A/B, FCU-M2A/B, FCU-M4A/B"
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M1A,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH COOLING COILS DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M1B,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.3 FAN COIL UNIT WITH COOLING COILS,list_range,"MI740: its lists read FCU-M1A/B, FCU-M2A/B, FCU-M4A/B"
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M1B,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH COOLING COILS DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M2A,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.3 FAN COIL UNIT WITH COOLING COILS,list_range,"MI740: its lists read FCU-M1A/B, FCU-M2A/B, FCU-M4A/B"
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M2A,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH COOLING COILS DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M2B,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.3 FAN COIL UNIT WITH COOLING COILS,list_range,"MI740: its lists read FCU-M1A/B, FCU-M2A/B, FCU-M4A/B"
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M2B,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH COOLING COILS DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M3,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.4 FAN COIL UNIT WITH HEATING AND COOLING COILS,list_range,MI740: its lists name FCU-M3 and FCU-M5
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M3,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH HEATING AND COOLING COILS DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M4A,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.3 FAN COIL UNIT WITH COOLING COILS,list_range,"MI740: its lists read FCU-M1A/B, FCU-M2A/B, FCU-M4A/B"
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M4A,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH COOLING COILS DDC POINTS LIST,family_detail,MI740
