# itd-d1-lab.binding.csv — control-evidence binding truth for the CONTROL_INTENT goal (goals/CONTROL_INTENT.md, TRUTH).
# Authored 2026-09-25 by reading the set's controls sheets (PDF text layer and renders), never pipeline output.
# One row per (keyed instance, governing control packet): the control detail, schematic, sequence section or
# points schedule that decides the unit's BAS scope and options. packet_title is the title as printed (a line
# break joined by a space). binding: tag (the packet names the unit's own tag) · list_range (a tag list or range
# that contains it) · cross_reference (a schedule cell or remark points to it) · family_detail (a detail for the
# unit's type, with no tag) · semantic (only meaning connects them, e.g. a component of another unit). packet
# "none": no control packet governs the instance. Population: every instance of keys/itd-d1-lab.typicals.csv.
# Project-wide general controls notes are not listed per unit. A key that looks wrong later is catalogued,
# never edited (GOAL_LOOPS ANTI-GAMING).
sheet,tag,family,packet_sheet,packet_title,binding,note
itd-d1-lab-mechanical.pdf#14,EH-2,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER SEQUENCE OF OPERATION,cross_reference,
itd-d1-lab-mechanical.pdf#14,EH-3,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER CONTROL SCHEMATIC,cross_reference,schedule remark 5 points to the M6.5 sequence; the detail is titled (EH-5)
itd-d1-lab-mechanical.pdf#14,EH-3,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER SEQUENCE OF OPERATION,cross_reference,
itd-d1-lab-mechanical.pdf#14,EH-4,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER CONTROL SCHEMATIC,cross_reference,schedule remark 5 points to the M6.5 sequence; the detail is titled (EH-5)
itd-d1-lab-mechanical.pdf#14,EH-4,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER SEQUENCE OF OPERATION,cross_reference,
itd-d1-lab-mechanical.pdf#14,EH-5,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER CONTROL SCHEMATIC,tag,
itd-d1-lab-mechanical.pdf#14,EH-5,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER SEQUENCE OF OPERATION,tag,
itd-d1-lab-mechanical.pdf#14,EH-6,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER CONTROL SCHEMATIC,cross_reference,schedule remark 5 points to the M6.5 sequence; the detail is titled (EH-5)
itd-d1-lab-mechanical.pdf#14,EH-6,UNIT_HEATER,itd-d1-lab-mechanical.pdf#21,ELECTRIC UNIT HEATER SEQUENCE OF OPERATION,cross_reference,
itd-d1-lab-mechanical.pdf#14,EH-7,UNIT_HEATER,,none,,
itd-d1-lab-mechanical.pdf#14,EH-8,UNIT_HEATER,,none,,
itd-d1-lab-mechanical.pdf#14,EH-9,UNIT_HEATER,,none,,
itd-d1-lab-mechanical.pdf#14,F-1,FCU,itd-d1-lab-mechanical.pdf#17,SPLIT SYSTEM CONTROL SCHEMATIC,tag,
itd-d1-lab-mechanical.pdf#14,F-1,FCU,itd-d1-lab-mechanical.pdf#17,SPLIT SYSTEM SEQUENCE OF OPERATION,family_detail,
itd-d1-lab-mechanical.pdf#15,AHU-1,AHU,itd-d1-lab-mechanical.pdf#19,VARIABLE AIR VOLUME AIR HANDLING UNIT CONTROL SYSTEM SCHEMATIC,tag,
itd-d1-lab-mechanical.pdf#15,AHU-1,AHU,itd-d1-lab-mechanical.pdf#19,VARIABLE AIR VOLUME AIR HANDLING UNIT SEQUENCE OF OPERATION,family_detail,
