01_NY_VA_Northport_Dialysis_100CD.pdf#88,AIR INLETS & OUTLETS,152.81,393.56,853.38,732.44,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#88,FANS,1781.56,437.81,2938.5,516.81,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#88,PUMPS,867.81,551.69,1700.19,659.81,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#88,SOUND ATTENUATORS,1731.56,633.56,2938.5,729.94,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#88,SINGLE DUCT AIR TERMINAL UNITS,2061.31,786.44,2942.69,1311.31,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#88,EX FAN REBALANCE SCHEDULE,2441.56,1396.69,2938.5,1462.69,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#88,END-OF-MAIN STEAM LINE DRIP TRAP,2269.38,1570.69,2938.5,1654.5,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#90,ELECTRICAL LEGEND,1713.44,99.44,2247.44,877.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#90,ELECTRICAL LEGEND (CONTINUED),2289.44,99.44,2823.44,234.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#110,FEEDER SCHEDULE,2220.88,644.44,2915.25,1112.31,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,LUMINAIRE SCHEDULE,1173.5,101.56,2894.69,629.31,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,BRANCH CIRCUIT SCHEDULE,169.5,166.0,625.5,397.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,BRANCH CIRCUIT VOLTAGE DROP TABLE,636.06,169.75,1131.06,399.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,"208 VOLT, 1PH, 2W CIRCUITS",169.5,397.0,625.5,595.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,"120/208 VOLT, 1PH, 3W CIRCUITS",169.5,595.0,625.5,793.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,"208 OR 480 VOLT, 3PH, 3W CIRCUITS",169.5,793.0,625.5,991.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,"120/208 & 277/480 VOLT, 3PH, 4W CIRCUITS",169.5,991.0,625.5,1441.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,MECHANICAL EQUIPMENT ELECTRICAL CONNECTION SCHEDULE,1304.0,1041.81,2447.0,1287.88,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,DISCONNECT SWITCH SCHEDULE,1319.25,1485.31,1995.31,1599.69,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.05pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#112,ENCLOSED CIRCUIT BREAKER SCHEDULE,2077.38,1485.31,2734.62,1582.0,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#116,T_SHEET LIST,2135.69,1463.19,2567.69,1641.56,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#122,CAMERA SCHEDULE,1754.44,622.94,2438.44,889.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#125,SPRINKLER LEGEND - PHASE 3,1203.69,1109.19,1466.94,1203.69,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#125,FIRE PROTECTION DRAWING INDEX,2384.94,1656.69,2816.94,1821.69,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#140,PLUMBING LEGEND (APPLICABLE TO ALL PLUMBING DRAWINGS),1399.62,144.81,1939.62,1069.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#140,PLUMBING FIXTURES,2126.94,968.5,2896.75,1266.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#140,FLOOR DRAINS,2266.25,1537.06,2896.12,1639.06,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#156,MEDICAL GAS LEGEND (APPLICABLE TO ALL PLUMBING DRAWINGS),1381.94,160.0,1921.94,680.44,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.34pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#156,MEDICAL GAS AREA ALARM PANELS,525.06,1601.06,1146.62,1750.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
01_NY_VA_Northport_Dialysis_100CD.pdf#156,ZONE VALVE BOX SCHEDULE,2383.5,1714.69,2850.31,1840.69,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
