# navfac-cherry-point-atc.typicals.csv — TYPICAL-tier ground truth for the ASSEMBLIES goal (mcp/scripts/assemblies-typical-eval.mjs).
#
# Judged the way an estimator would: from renders and the PDF's own text of each schedule row, its
# notes, and the sequences and control schematics the sheets point to. The pipeline's output for
# these sheets was not consulted. A key that looks wrong is written up in ASSEMBLIES_BUG_CATALOGUE.md,
# never edited (goals/ASSEMBLIES.md ANTI-GAMING).
# Library: us-typicals v1 (web/src/lib/assemblies/starter/us-typicals-v1.json), ids and options frozen at
# GATE 4. typical_id "none": no v1 typical fits the unit (it is listed as "no assembly").
# options: every option of the typical as option=true|false. A trailing "?" marks an option the drawings
# do not decide: it carries the library default, and the eval scores it apart from decided options.
# Instances: every instance of keys/navfac-cherry-point-atc.attrs.csv, one row each.
# Sources read: M-601..M-622 (pages 42-49) schedules; MI700-MI744 (pages 50-71) mechanical controls: DDC network, schematics, sequences and DDC points lists. HELD-OUT set: scored at gates only.
#
sheet,tag,family,typical_id,options,basis_note
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A106A,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A106B,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A107,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A108A,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A108B,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A109,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A110,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A111,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A112,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A113,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A114,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A115,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A116,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A117,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A118,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A201,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A202,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A203A,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A203B,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A204,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A205,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#43,VAV-A206,VAV,vav-series-fan,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=false;variable_fan=false;scr_heat=false?,"MI741 points list and 3.3.1 (series-fan powered VAV box): fan start/stop and status at constant discharge airflow (no speed output); primary damper and HHW valve on the space temperature sensor; no CO2, occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#44,CH-A1,AIR_COOLED_CHILLER,chiller,chw_isolation_valve=true;modulating_isolation=false;isolation_end_switches=true;network_interface=true;ufc_minimum_points=true,"MI710 points list and MI711 3.4.1: each chiller has factory controls and a BACnet communication board under a master chiller plant controller; its CHW valve (CV-1/CV-2) is two-position (BO01/BO05) with binary position feedback (BI06/BI08). One feedback per valve, so the typical's open-and-closed pair is the nearest variant. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#44,CH-A2,AIR_COOLED_CHILLER,chiller,chw_isolation_valve=true;modulating_isolation=false;isolation_end_switches=true;network_interface=true;ufc_minimum_points=true,"MI710 points list and MI711 3.4.1: each chiller has factory controls and a BACnet communication board under a master chiller plant controller; its CHW valve (CV-1/CV-2) is two-position (BO01/BO05) with binary position feedback (BI06/BI08). One feedback per valve, so the typical's open-and-closed pair is the nearest variant. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#44,DH-A1,DEHUMIDIFIER,none,,Dehumidifier enabled on space humidity (MI742 3.2.13); v1 has no DEHUMIDIFIER typical.
navfac-cherry-point-atc-mechanical.pdf#44,DH-A2,DEHUMIDIFIER,none,,Dehumidifier enabled on space humidity (MI742 3.2.13); v1 has no DEHUMIDIFIER typical.
navfac-cherry-point-atc-mechanical.pdf#44,DH-A3,DEHUMIDIFIER,none,,Dehumidifier enabled on space humidity (MI742 3.2.13); v1 has no DEHUMIDIFIER typical.
navfac-cherry-point-atc-mechanical.pdf#44,DH-A4,DEHUMIDIFIER,none,,Dehumidifier enabled on space humidity (MI742 3.2.13); v1 has no DEHUMIDIFIER typical.
navfac-cherry-point-atc-mechanical.pdf#44,DH-A5,DEHUMIDIFIER,none,,Dehumidifier enabled on space humidity (MI742 3.2.13); v1 has no DEHUMIDIFIER typical.
navfac-cherry-point-atc-mechanical.pdf#44,DH-A6,DEHUMIDIFIER,none,,Dehumidifier enabled on space humidity (MI742 3.2.13); v1 has no DEHUMIDIFIER typical.
navfac-cherry-point-atc-mechanical.pdf#44,EF-A1,FAN,fan-constant,motorized_damper=true,"MI743 points list and 3.3.12 (storage bay heating and ventilating): EF-A1 start/stop and status; OA and EA dampers open/close with end switches, proven before the fan runs. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#44,EF-A2,FAN,fan-constant,motorized_damper=true,"MI742 points list and 3.3.9 (UPS battery exhaust fan): fan start/stop and status, exhaust damper end switch. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#44,EF-A3,FAN,fan-constant,motorized_damper=true,"MI742 points list and 3.3.9 (UPS battery exhaust fan): fan start/stop and status, exhaust damper end switch. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,B-M1,BOILER,boiler,isolation_valve=false;network_interface=true,"MI722 points list and MI723 3.4.4: boilers with factory controls and a BACnet communication board under a master heating plant controller; DDC on/off, status, EWT and LWT; no boiler isolation valve. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,B-M2,BOILER,boiler,isolation_valve=false;network_interface=true,"MI722 points list and MI723 3.4.4: boilers with factory controls and a BACnet communication board under a master heating plant controller; DDC on/off, status, EWT and LWT; no boiler isolation valve. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT1,HEAT_RECOVERY_CHILLER,chiller,chw_isolation_valve=true;modulating_isolation=false;isolation_end_switches=true;network_interface=true;ufc_minimum_points=true,"MI720 points list and MI721 3.4.3: heat recovery chillers with factory controls and a BACnet communication board under a master chiller plant controller; their CHW valves (CV-CHW-MT1/MT2) are two-position (BO05/BO04) with binary position feedback (BI01/BI02). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,CH-MT2,HEAT_RECOVERY_CHILLER,chiller,chw_isolation_valve=true;modulating_isolation=false;isolation_end_switches=true;network_interface=true;ufc_minimum_points=true,"MI720 points list and MI721 3.4.3: heat recovery chillers with factory controls and a BACnet communication board under a master chiller plant controller; their CHW valves (CV-CHW-MT1/MT2) are two-position (BO05/BO04) with binary position feedback (BI01/BI02). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M1A,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.3 (fan coil unit with cooling coils, duty/standby): fan start/stop and status, CHW valve on the space temperature sensor; no fan speed output, no occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M1B,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.3 (fan coil unit with cooling coils, duty/standby): fan start/stop and status, CHW valve on the space temperature sensor; no fan speed output, no occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M2A,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.3 (fan coil unit with cooling coils, duty/standby): fan start/stop and status, CHW valve on the space temperature sensor; no fan speed output, no occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M2B,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.3 (fan coil unit with cooling coils, duty/standby): fan start/stop and status, CHW valve on the space temperature sensor; no fan speed output, no occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M3,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.4 (fan coil unit with heating and cooling coils): the fan runs at a set heating or cooling speed, with start/stop only and no speed output, so it is not modulated; CHW and HHW valves on the space temperature sensor; no setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M4A,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.3 (fan coil unit with cooling coils, duty/standby): fan start/stop and status, CHW valve on the space temperature sensor; no fan speed output, no occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M4B,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.3 (fan coil unit with cooling coils, duty/standby): fan start/stop and status, CHW valve on the space temperature sensor; no fan speed output, no occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M5,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI740 points list and 3.3.4 (fan coil unit with heating and cooling coils): the fan runs at a set heating or cooling speed, with start/stop only and no speed output, so it is not modulated; CHW and HHW valves on the space temperature sensor; no setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M6,FCU,fcu,variable_speed_fan=?;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI744 3.3.5/3.3.6 (FCU with heating and cooling coils, occupied space; backs up an SFPVAV when its AHU fails): the sequence ramps the fan between minimum (30% of maximum airflow), heating and cooling speed, but the points list has fan start/stop only and no speed output. The drawings disagree, so fan speed is left undecided. No occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M7,FCU,fcu,variable_speed_fan=?;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"MI744 3.3.5/3.3.6 (FCU with heating and cooling coils, occupied space; backs up an SFPVAV when its AHU fails): the sequence ramps the fan between minimum (30% of maximum airflow), heating and cooling speed, but the points list has fan start/stop only and no speed output. The drawings disagree, so fan speed is left undecided. No occupancy, window or setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,HHWP-DOAH-M1,PUMP,pump-constant,ufc_minimum_points=true,"MI702 points list: circulator on/off (BO08) and status (BI22), no speed points; run for freeze protection (MI703 3.2.1.8). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT1,PUMP,pump-vfd,ufc_minimum_points=true,"MI722 points list: start/stop, VFD status and alarm, speed command and speed feedback (MI723 3.4.4). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT2,PUMP,pump-vfd,ufc_minimum_points=true,"MI722 points list: start/stop, VFD status and alarm, speed command and speed feedback (MI723 3.4.4). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT1,PUMP,pump-vfd,ufc_minimum_points=true,"MI720 points list: start/stop, speed command and speed feedback (MI721 3.4.3). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT2,PUMP,pump-vfd,ufc_minimum_points=true,"MI720 points list: start/stop, speed command and speed feedback (MI721 3.4.3). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M1,PUMP,pump-vfd,ufc_minimum_points=true,"The pump schedule prints ECM speed control, but the MI722 points list gives DDC start/stop, drive status and alarm, speed command and speed feedback (AO09/AO10, AI35/AI36), so the pump is speed-controlled and the variable-speed typical fits. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
