# # coverage: GRILLE SCHEDULE | complete
# coverage: PCW EXPANSION TANK SCHEDULE | complete
#
# 067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.cells.csv — CELL-tier ground truth, HELD OUT.
#
# These tables were not chosen. They were drawn by seed 9051 from the 168 keyed
# tables holding between 12 and 130 cells, so the sample cannot be the easy ones
# or the ones already fixed. Every cell was then read off a render of the table
# at 2-4x and checked, cell by cell, against what the extractor returned; where
# the two differed the RENDER decided.
#
# It differed once, and that is what the tier is for: 014_MT#4 PUMP SCHEDULE
# holds a REMARKS list beside an ELECTRICAL DATA note, and reading the cell line
# by line spliced the second into the middle of the first —
#   "... HOUSEKEEPING PAD UNDER EACH PUMP ELECTRICAL DATA: 2. PROVIDE VFD ..."
# 25 of the 175 multi-line cells in this corpus are set that way. See
# celltext._side_by_side_blocks.
#
# row/col are 0-based indices into the table AS DRAWN, a spanning cell counted
# once at its top-left. Empty drawn cells are not recorded.
sheet,table_title,row,col,text
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,3,LOCATION
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,4,SERVICE
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,5,TOP CONNECTION
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,6,BOTTOM CONNECTION
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,7,TANK VOLUME
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,8,MAX PRESSURE
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,9,MAX TEMP
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,10,DIMENSIONS
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,11,TANK WEIGHT (DRY)
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,12,TANK WEIGHT (WETTED)
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,1,13,NOTES
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,0,(N) B950A-ET-1001
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,1,WESSELS NLA-85
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,2,22010085
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,3,B950A MECH ROOM
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,4,EXPANSION TANK
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,5,"3/4"" NPT"
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,6,"1"" NPT (CAPPED)"
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,7,23 GAL
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,8,125 PSIG
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,9,240°F
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,10,"37""H X 16""Ø"
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,11,90 LBS
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,12,281.82 LBS
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,2,13,(1)-(8)
067_CA_SLAC_LCLS_II_HE_Process_Cooling_Water_Skid.pdf#8,PCW EXPANSION TANK SCHEDULE,3,0,"NOTES: (1) EQUIPMENT SHALL BE PROCURED BY SLAC. (2) INSTALL PER MANUFACTURER RECOMMENDATIONS. (3) SEE M6.3 FOR I&C P&ID. (4) BOTTOM CONNECTION (1"" NPT) SHALL BE CAPPED. (5) CHARGING VALVE CONNECTION SHALL BE 0.302""-32NC FOR CHARGING SYSTEM. (6) TANK SHALL BE BLADDER TYPE AND ASME RATED. (7) PROVIDE WITH SIGHT GLASS OPTION. (8) VENDOR MUST PROVIDE LISTING BY A NRTL FIELD INSPECTION BODY UNLESS THE INTEGRATING VENDOR IS A NRTL-QUALIFIED ASSEMBLY SHOP. ALL COMPONENTS MUST BE NRTL LISTED/LABELED AS APPROPRIATE FOR APPLICATION."
